genes	hypoxia-01	hypoxia-02	hypoxia-03	hypoxia-04	normoxia-01	normoxia-02	normoxia-03	normoxia-04
SEMA6D	1.6022595	1.8016790138	2.278625	5.40938120010582	1.4432973	1.1575449	1.78155464	0.83215096
SEMA7A	38.521478	39.810571	26.03297	32.60672	31.579813	22.988834	16.170719	19.54854
SEMG1	0	0.0233646	0	0	0	0.140341	0.0298928	0
SEMG2	0	0	0.020924	0	0	0.0663678	0	0
SENP1	7.971004	9.393082	12.348098	10.242784	9.334736	7.996242	10.130948	7.280701
SENP2	24.919936	29.423116	28.221365	28.218674	28.196785	28.469156	26.124873	25.583004
SENP3	30.6782	37.240981	39.02251	41.731607	31.107946	33.360363	32.310779	33.71673
SENP3-EIF4A1	0.565729	0.227733	0.353481	0.15848	0.652387	0.281033	0.338769	0.0903561
SENP5	17.343706	23.74079	22.46442	20.422133	15.09835	14.747517	12.630455	13.079452
SENP6	37.49718	39.00794	44.693355	40.94777	38.94253	39.57496	48.60064	40.32341
SENP7	10.167319	7.287037	10.424664	9.878581	10.365615	8.466503	15.427467	13.217328
SENP8	3.224879	4.356036	6.456786	5.547701	4.258399	4.02004	6.67232	6.131445
SEPHS1	35.057201	33.538727	24.5145743	30.263469	39.490428	42.922216	45.881065	47.981588
SEPHS2	32.0453	33.5329	31.3013	36.4886	37.2419	41.2743	42.0296	45.3922
SEPSECS	7.744434	7.047809	7.779787	6.92983	7.105256	6.892991	7.610978	8.351356
SEPTIN1	1.359274	1.922128	2.752486	2.1652756	0.999451	1.477144	2.620259	1.366516
SEPTIN10	60.046422	56.665581	47.839963	75.997654	59.87516	63.511834	57.670107	73.163663
SEPTIN11	52.232137	45.337321	51.300536	54.912257	45.867682	36.894347	28.5105	30.533965
SEPTIN12	0.903762	0.142109	0.122511	0.1785784	0.157955	0	0.363116	0
SEPTIN14	1.14022	1.43468	1.70088	1.07134	1.32361	1.10494	1.50421	1.11395
SEPTIN2	241.283430075489	233.376817394	243.202197410307	238.5225332	272.719172	237.104140084047	289.573818	254.059291
SEPTIN3	0.7739714	0.73611	0.701593	0.859901	0.34216	0.3854448	0.265338	0.300485
SEPTIN4	0.3158165	0.5614331	1.0839619	0.7172583	0.2034948	0.27978486	0.3496737	0.3536426
SEPTIN5	9.3855057	14.336407	4.483044	6.48074	9.1047144	8.8223153	2.41421	4.773441
SEPTIN6	6.5548114	3.920947	5.610747	6.027801111491	6.89750906179	3.613136	4.51226	6.510567104928
SEPTIN7	147.1660337	156.177487	172.829019	173.968191	123.286294	142.9872022	145.086961	135.686797
SEPTIN8	111.577947	127.060098	125.6749512609	156.33872	168.481292	279.186221	340.644362	383.088497
SEPTIN9	146.672811	161.092396	105.8991406	133.547859	212.2508878	158.369333	125.81943	136.8861292
SERAC1	9.442112	10.4797278	11.8619487	11.910065	12.026099	13.2203613	10.9093310371	11.1852055
SERBP1	130.41293	136.9848	139.4345	150.9118	137.1001	124.4923	134.0652	123.0775
SERF1A	30.78523	31.3636250073944	29.119437	29.754868	31.134937	23.156535	25.047916	22.985416
SERF1B	28.169134	31.11707	29.1495660006678	30.35852	31.449563	28.11996	25.59237	24.30097
SERF2	672.1112641	674.97502	627.278505	655.830738	681.471501	649.611194	693.9547497	705.7944628
SERGEF	11.3412288	9.376901	14.096491	13.8275241367	9.255196	11.2321367	12.034331	11.9189421
SERHL2	22.817149	27.1651857	31.324152	24.863023	19.2848443	16.566053	25.7500959	13.634757
SERINC1	167.894	183.105	186.46	174.836	166.071	210.632	199.222	188.006
SERINC2	514.620645	510.840179	367.296889	553.344327	550.869599	673.23397	672.51551670403	777.984567
SERINC3	89.784713	100.637557	89.7407	86.52256	104.439063	117.4455	100.26258	102.275167
SERINC4	0	0	0	0	0	0.0400221	0	0
SERINC5	40.706782	40.76884	52.635075	53.412381	34.408009	32.93351	37.431713	41.479161
SERP1	118.70925	138.41643	160.12916	144.38619	95.19119	93.80254	110.49129	117.94259
SERP2	0.2383477	0.1296711	0.157998	0.708566	0	0.0825414	0.237847	0.1347562
SERPINA1	11.077728	7.564504202	2.643156	1.1970739	28.2349047	10.659887	2.392421	5.2777484
SERPINA10	2.004614	1.9586809	2.1014600140705	1.975448	1.291881	1.519978	2.0880343	1.673235
SERPINA11	0	0	0	0	0	0	0	0.0305154
SERPINA12	0.0280204	0	0	0	0	0	0	0
SERPINA2	0	0	0	0	0	0	0	0
SERPINA3	101.692043	147.739744	24.580134	45.458219	407.579503	125.329928	39.525895	39.57267
SERPINA4	0.168681	0.226312	0	0.0576623	0.1977322	0	0	0
SERPINA5	0.444558	1.115446	0	0.57846063	0.821479921	0.641325	0.54108000965084	0.122793
SERPINA6	0.0806908	0.0730551	0.1420271	0.120225	0	0	0	0
SERPINA7	0	0	0	0	0	0	0	0
SERPINA9	0	0	0	0	0.0326619	0.0433013	0	0
SERPINB1	106.169	97.9755	66.9595	94.6567	119.098	72.9541	72.8117	73.6722
SERPINB10	0.28456	0.259508	0.324863	0.332761	0.301614	0.256856	0.154075	0.464757
SERPINB11	1.375342	1.256197	3.145698	1.003251	5.569444	1.825169	1.415576	0.691997995
SERPINB12	0.345421188112	0.333580401147	0.3400890146833	0.292729	0.176403000128433	0.114247	0.271489	0.268181
SERPINB13	0.4896556	0.3483547414	1.948238	0.2637825	3.670835	1.342138	0.4629549	0.5506851
SERPINB2	59.836751	45.25898	53.014759	30.138517	39.4183612	3.65766	3.00522	1.69209
SERPINB3	5.872323	1.86204	2.374502	0.643445	16.311053	1.0814	1.111101	0.849428
SERPINB4	0.902395	0.4638298	0.71753	0.0947089	3.76765	0.630637	0.309028	0.360363
SERPINB5	118.071658	132.529762	88.143866	97.770858	87.807946	69.481392	86.9726534	53.656279
SERPINB6	280.384964	223.0490302	205.6978748	251.5737257	248.067621	169.102942	168.532934	138.1781322
SERPINB7	41.409732	24.930162	18.957734	7.407255	69.60871136147	4.776553	2.789432	0.66583490231423
SERPINB8	14.945021	15.529916	18.4676001	20.350655	13.733553	14.632805	18.028872	19.601396
SERPINB9	5.85305	3.71793	1.96641	3.92227	5.11282	0.845012	0.502272	0.507149
SERPINC1	0.0758384	0.0493318	0.0279998	0	0.242529	0.118537	0.126229	0.144568
SERPIND1	0.0211147	0.126364	0.110761	0.2256698	0.0450434	0.0495524	0.0263926	0.0190499
SERPINE1	1423.04	1253.87	633.06	663.041	823.648	407.443	285.638	211.679
SERPINE2	7.68097	4.649221	7.365028	4.052491	8.284202	3.526055	5.710381	3.18109
SERPINE3	0.13945200187539	0.0671862	0.19051	0.279912	0.210076	0.2019263	0.300829	0.0787458
SERPINF1	6.111574	3.797778	9.817893	5.440628	7.7252218	5.138956	12.031437	6.35257
SERPINF2	0.2270324785	0.2656839	0.576837068929222	0.6518740734	0.5226337339	0.2857604027	0.701196145232049	0.5294272059
SERPING1	42.004204	16.946280955	23.068472879	15.9930963	40.5642341	5.00206811	15.927652	8.274491
SERPINH1	106.05756	97.756752	74.087661	87.748827181452	109.921546	57.903532	67.406398	78.121473
SERPINI1	6.923996	6.863944	7.085891	6.925346	7.637954	5.85757	6.262371	4.703661
SERPINI2	0.0307237	0	0	0	0	0	0	0
SERTAD1	20.9295	20.5682	22.4893	20.2392	17.3753	21.4389	23.0885	22.8188
SERTAD2	13.5871	12.9814	15.406	13.5295	12.3458	10.1311	10.5781	10.9177
SERTAD3	35.891172	31.547717	31.587744	38.132552	34.991861	31.825799	34.988585	32.421653
SERTAD4	3.12896	1.83735	2.76184	1.42179	3.63933	2.15925	2.14975	2.03628
SERTM1	0.0112834	0.0110566	0.0251341	0.0141064	0	0.0132708	0.0282947	0
SERTM2	0	0	0.0163308	0	0.0312934	0	0	0
SESN1	22.82542	22.978822	21.70871	22.16375	18.31843	15.924963	12.10083	13.2715
SESN2	26.1137	29.1622	26.6179	30.9538	21.6791	16.8123	13.2022	12.3843
SESN3	5.8410951	7.939018	4.706987	11.536363	10.859097	28.7146354	16.345898	13.372288
SESTD1	22.076289	26.14163	26.315794	20.09251	22.83575	23.461797	31.24923	26.25082
SET	321.78578	325.69978	380.55407	418.61325	285.18894	287.78653	320.06449	300.71671
SETBP1	2.28426510716	2.05297800003155	1.37614328272451	2.14728345911724	1.54697058442433	1.398839065552	1.29741678543739	1.28810374790459
SETD1A	7.02363000020272	5.982749	7.23109648	9.256328	5.8878853	8.466759772	11.762567	9.372831
SETD1B	6.25044	6.210344	5.823457	6.276807	6.757619	7.040260979	9.59342	8.825112
SETD2	22.16061600534	18.908108224972	21.30848999858	20.6420680032627	23.3044020706	25.47846416244	27.3828726	26.349716432153
SETD3	55.8203370036722	56.4173118	55.380873	62.168504	53.0061446	53.765918	53.504585	50.938785
SETD4	10.752679	17.284898781	18.299495	21.00015673	11.547229	12.816947	13.065057	15.535595
SETD5	70.127906123	61.932389	72.755848363	66.091013974	68.41626285	45.36855805	54.78117071782	51.2100487329
SETD6	7.259906	7.931165	10.465596	8.06928	8.078116	13.741825	15.855784	11.4705
SETD7	58.053947	52.23794	52.687744	52.181836	53.49166	40.733667	39.751766	43.792886
SETD9	7.083867	6.618124	8.232557	8.12708	10.65839	10.468914	8.161942	9.43129
SETDB1	16.7839635	18.7484284206	21.0569547	19.569199	18.930025156369	16.920407	19.6030782	18.9484883269
SETDB2	2.552815	2.867244	3.30905500019177	2.966482	3.2231969	3.15949	4.318643	4.118259
SETMAR	14.750474	13.584049	14.931726	16.411882	18.130314	19.708575	26.338111	23.32921
SETSIP	0	0	0.0601743	0	0.233463	0.192113	0	0
SETX	15.97603	14.80529	17.54937	16.1374	21.12	21.41459	26.19417	25.36422
SEZ6	0.070917	0.25057682	0.2036856	0.372966	0.3403761	0.0728656	0.485631200716785	0.0634383
SEZ6L	0	0	0	0	0	0	0	0
SEZ6L2	27.387263	28.1127915	20.575005	33.106851	21.68259	9.161513	7.56976	15.171514
SF1	87.428778	85.940974392877	102.3018863204	101.570326027965	97.2633621220451	115.6785847307	130.65898613	119.371379874788
SF3A1	38.53333	41.93978	52.70561	51.80634	39.71507	56.46	59.96064	61.35113
SF3A2	46.333469	45.4768	70.762595	58.92663	36.338546	28.7226	37.0012	34.538428
SF3A3	41.4336	43.6082	51.6209	48.7553	32.5354	33.8078	40.2929	35.9383
SF3B1	132.009224	140.283242	178.357514	156.854421	126.323845	180.85695	205.38127	172.091384
SF3B2	173.8784	157.262479	197.001753	213.478602	140.829206	119.94335	128.52620906	123.21127
SF3B3	32.748904	29.281866	32.579475	32.614615	32.711731	26.841902	32.968074	33.368879
SF3B4	50.0966	50.611519	56.61241	56.4342	55.7065	69.6994	66.13163	67.09305
SF3B5	177.883	189.547	216.937	216.281	168.093	181.702	173.875	161.553
SF3B6	166.922	173.561	175.998	186.047	171.673	162.753	176.421	156.762
SFI1	8.786038	8.1039563126	11.745293678	10.5451139	8.3267672	8.687551	12.1781529	10.636955
SFMBT1	4.464316	3.552379	4.806902	5.013933	5.29299	4.459574	5.605739	5.827586
SFMBT2	0.1771089	0.158917200044204	0.4321845	0.2758625	0.25178880014173	0.21943218	0.1663644	0.112729
SFN	187.028	117.749	93.0056	89.616	194.517	64.0799	79.5727	69.2776
SFPQ	128.903788	128.6244	143.6752	146.872487	168.305337	165.548731	222.4183	190.091647
SFR1	7.02873	9.0368	8.37489	10.27368	4.37223	3.86749	5.74252	5.43648
SFRP1	0.0176717	0.0519885	0	0.0442324	0.0944154	0.311945	0.0332612	0.040637
SFRP2	0	0	0	0	0	0	0	0
SFRP4	0.347503	0.167871	0.570017	0.355011	0.184386	0.1347	0.143094	0
SFRP5	0.0599324	0.136668	0.0443473	0.0248826	0.170498	0	0.02498	0
SFSWAP	21.597358	19.459127	26.49802	26.55899	17.569888	17.723217	23.010762	22.337488
SFT2D1	71.3969	78.1917	78.5697	68.2928	74.1602	77.2777	68.904	77.1573
SFT2D2	7.266698	7.184679	7.985759	7.163	7.606205	7.354877	6.76861	9.12353162204
SFT2D3	0	0	0	0	0	0	0	0
SFTA2	22.720683	17.2822	4.74419	10.3629	4.71839	5.34196	0.986145	1.5767
SFTA3	0	0	0	0	0	0	0	0.106194
SFTPA1	0.0515113	0.263418	0.095396	0.0214121	0.146345	0.158696	0	0.1535292
SFTPA2	0.2920896	0.2675627	0.449672	0.506038	0.230707	0.14349588	0.0918837	0
SFTPB	0.683546	0.643526	0.787916	0.518607	0.375613	0.512689	0.563268	0.745772
SFTPC	0	0	0	0	0	0	0	0
SFTPD	2.17708	1.058123	0.427226	0.439295	0.892413	0.226331	0.325817	0.5965383
SFXN1	62.912781	63.11643	63.84008	56.713327	57.29874	35.2116	30.965045	31.60623
SFXN2	1.0878389	1.741956	1.909686	2.379844	1.986196	5.563123	5.543927	7.863467
SFXN3	33.016399	40.054351	40.925718	43.554087	26.292666	32.141069	27.970655	25.773503
SFXN4	15.059287	20.45574	23.382389	23.73001	12.389282	20.896662	20.03392	16.12431
SFXN5	6.078463	7.220313	5.487404	7.578218	11.050007	13.070191	10.820193	9.242536
SGCA	0.0419156	0.0909649	0	0	0.2125859	0	0	0.0701735
SGCB	12.74281	17.09345	12.901854	12.96192	13.081102	11.427109	11.649193	8.323002
SGCD	0	0	0	0	0	0	0.0130953	0.00399996
SGCE	11.1492183	11.6858351427409	8.0448044168894	15.5346754	8.7788585977	5.83066266364	4.0946467976	5.284180394012
SGCG	0.0978235	0.0477365	0.135482	0.0304024	0.0260729	0.0286742	0.0305371	0.0839366
SGCZ	0	0	0	0	0	0	0	0
SGF29	8.85848	6.10088	9.667761	11.762194	9.791658	13.86595	14.883333	13.991636
SGIP1	0.0393028	0.1577755	0.167548121698856	0.23287215	0.15017367	0.35808638	0.41295889	0.29078999
SGK1	14.112789	11.198923	14.83544	11.379639	54.017663	116.962863	313.343274	74.046439
SGK2	7.9820877	6.3234271	11.590878	9.843613	6.217217	2.5914648	8.288117	3.2122859
SGK3	2.37633430269145	3.700979	3.996108	3.46344577423	4.88935	6.1857951	6.0225562233012	5.2270167203
SGMS1	13.2113030002699	9.784856	16.5800234977	16.164974	20.925512	26.441408	30.464323	27.162844
SGMS2	16.095658	17.932865	20.51771	15.28589	14.6585340006027	10.5521388	15.423756	12.747789
SGO1	0.40275520443294	0.3805054	0.2623637	0.6446254	0.68928336	0.793744	0.8323116	1.398678658423
SGO2	2.013326	1.134392	1.763109	1.778632	1.781661	0.7499647	0.692299	1.27018
SGPL1	42.047989	50.0868631	46.232136	57.07048	58.965009	78.902667	78.24223533	106.766856
SGPP1	41.2721	53.666	53.4115	54.1149	40.4798	58.3769	63.2805	46.5213
SGPP2	22.9022	14.6574	24.0685	17.7384	21.4896	9.80496	16.4624	14.028
SGSH	11.706636	16.152328	15.156924	16.11307	16.0533	23.738444	19.659149	25.962992
SGSM1	1.248739	0.969372997	1.288957	1.467283	1.49025	2.797494	1.68788744613	3.194709
SGSM2	24.178312	15.80549	21.933768	22.24452	33.977958	23.0799086	40.436539	47.94183
SGSM3	68.14174	69.35103	63.81043	66.02982	64.11638	71.79675	91.827471	74.49159
SGTA	46.744465	52.393673	58.033996	58.623056	44.312527	41.368065	40.1857242	38.705273
SGTB	2.86896	3.59736	3.839083	6.05933	2.7433	2.040321	1.2873165	1.11472
SH2B1	25.9272537	26.854011	30.67151229	30.96875	25.181322	33.650086	33.415461	30.1385265995
SH2B2	3.05292	1.16603	1.946746	2.625757	2.274008	2.012537	1.18536	1.516810392908
SH2B3	5.88529	5.811514	5.046527	6.122943	12.714766	12.002061	9.217392	15.77323
SH2D1A	0	0	0	0	0	0	0	0
SH2D1B	0.226598	0.305041	0.063022	0.0530512	0.665342	0.399493	0.141928	0.455163
SH2D2A	0.438505	0.594418	0.971739	0.696582	0.10389	0.114256	0.3042	0.139358
SH2D3A	76.4172	65.9507	53.16897	68.2465	80.4643	52.61675	64.78709	58.72144
SH2D3C	0.1997702	0.0519533	0.0287032	0.108674	0.141627	0.0547864	0	0.013189
SH2D4A	82.29963	102.04384	102.437948	139.063066	96.14494	221.2144	225.4867	233.67276
SH2D4B	0.0683589	0.0478072	0.0512722	0.0643716	0.0259031	0	0.0152926	0.0280252
SH2D5	2.48779	2.645633	5.306111	6.23291	1.351302	2.775459	2.734386	1.579008
SH2D6	0.362664	0.594264	0.63272297	0.326167	0.496663	0.508481	0.320585	0.5254543
SH2D7	0.0848814	0.0664247	0.0754596	0.0635152	0.0724738	0.0199396	0.0424944	0.0957456
SH3BGR	8.533793	8.200389	11.4061	13.234159	9.637897	6.00375	8.604937	8.352396
SH3BGRL	71.1292	63.5496	60.3956	72.6921	71.8768	66.0889	86.897	71.5034
SH3BGRL2	26.5607	26.5188	29.4323	28.1273	27.5017	32.4338	41.9534	38.7635
SH3BGRL3	413.90371	408.18171	266.24049	323.62848	343.85688	225.00074	184.77721	204.70506
SH3BP1	44.28396	34.16144	28.939822	35.10601	43.7497988	23.37861	16.40053	21.150677
SH3BP2	32.1672229444	37.205794	35.9134750000837	32.68227	43.68950001	30.13010913	32.43055415	28.3559142218
SH3BP4	24.376959	22.5603	26.83364551183	27.837178	26.4934	23.423974	28.074899	28.640544
SH3BP5	12.3446702	15.602284	21.1938142	17.713233	13.573245	16.715688	22.040895	17.4318133
SH3BP5L	25.8373	23.9177	20.0711	25.3165	27.5638	24.8725	25.8622	25.6342
SH3D19	33.898388	28.995256	28.57457	34.651369	30.66266	23.368909	27.252118	30.356663
SH3D21	15.03235	13.396492	13.8700108	14.290899	11.437548	4.7359249	4.7358105	4.3367372
SH3GL1	137.545961	179.886448	136.540678	178.635387	118.193596	130.643573	108.88655	105.133554
SH3GL2	0	0.0267039	0.0151726	0	0.0145601	0.112199	0	0.0156538
SH3GL3	0.228035	0.234618	0.0776584	0.290751	0.323449	0.137989	0.0851242	0.14003
SH3GLB1	73.972315	80.510303	68.225766	76.0839829	77.958324	73.985443	68.575914	71.3570389
SH3GLB2	88.987605	101.806798	102.40787	104.866594	112.83197	245.429802	293.248737	187.072615
SH3KBP1	26.5713233	28.1631181	18.066756	22.70978881	17.90642828376	9.2854874	5.688806	6.34578683
SH3PXD2A	16.998747	11.53381	12.907901	10.683647	28.79479	9.766537	15.509092	16.29707
SH3PXD2B	22.334344	14.0413138	17.083458	16.113266	18.394281	10.249773	11.543723	12.746341
SH3RF1	25.0134	24.291504	25.048965	25.044106	20.806293	17.078737	21.400329	23.892031
SH3RF2	4.9328	3.81913	5.86597	6.41111	5.70549	3.50167	7.05296	5.08326
SH3RF3	0.0391084	0.0109683	0.0124731	0.0280072	0.0597271	0	0	0.0128608
SH3TC1	22.044664	22.392513	24.9150582	22.4507961	14.957838	12.5244534	12.751393	7.6693929
SH3TC2	27.242217	35.103641	22.203145	37.596404	46.811974	51.443098	41.635656	42.11195
SH3YL1	124.604983	88.922906	140.157995	100.43305	125.3067916	108.407512	165.771077	127.22106
SHANK1	0.0956486	0.0331887	0.0566247	0.0127154	0.0180663	0	0	0.00389162
SHANK2	7.14738000099016	7.99493641	7.0238416	9.7431609591	9.478893	11.268979	7.86857	7.60942
SHANK3	5.200765	3.798334	2.6924330000683	3.646321	6.44795	2.176865	1.389196	1.827724175284
SHARPIN	42.98677	42.634598	37.87803	49.89731	40.878407	33.79837	34.58168	32.270789
SHB	16.7129	12.5084	11.7681	16.4566	17.2408	16.1947	13.0223	18.5246
SHBG	0.371938	0.940048	0.9124795	1.021263	0.448114	1.766679	0	0.573961
SHC1	322.75849	444.34825	176.14493	202.60667	360.892137	291.214187	205.899792	122.012343
SHC2	6.998481	3.805892	2.556309	5.68373	5.481156	1.41887	1.145223	2.34714
SHC3	0.924547	0.117184	0.631745	0.370208	0.885948	0.101525	0.249917	0.232828
SHC4	2.69186	2.295646	2.460136	2.6764713	3.037469	1.391496	2.3515481	1.7538918
SHCBP1	0.258746	0.29658	0.586544	0.336171	0.487997	0.505397	0.273376	0.301989
SHCBP1L	0.0174363	0	0	0	0	0	0	0
SHD	0.117849	0	0.0982014	0.0734028	0.3890691	0	0	0
SHE	0.0821595	0.12714	0.14383	0.13927	0.136001	0.327409	0.151638	0.128009
SHF	3.154011	1.787931	3.1190119	2.4008592	2.2340051	1.2309089	2.336561	3.163905
SHFL	29.648454	32.451173	29.104623	28.652895	40.928278	36.304183	41.77813	37.457117
SHH	0.3434854	0.3098775	0.121457	0.57032	1.009167	0.5426969	0.544178	1.59207
SHISA2	0.152026	0.105465	0.169384	0.145647	0.0956861	0.0630359	0.246456	0.102733
SHISA3	0	0	0	0	0	0	0	0
SHISA4	11.7757	14.8346	12.8743	16.8738	9.35872	15.9254	9.52433	10.2286
SHISA5	155.3199065	162.159651	111.624076	142.949865	198.4987388	159.530499651536	151.0017223	156.1662296
SHISA6	0	0.0133494	0	0	0	0.00533841	0	0
SHISA7	0.0742539	0.00502054	0.0114192	0.02653081	0	0.0180701	0.013302892	0.0176604
SHISA8	0.041534	0	0.176594	0.0258573	0	0.0243702	0	0
SHISA9	0.616081	0.63565	0.583478	0.479714	0.525547	0.701584	0.985899	0.571824
SHISAL1	0.0192616	0.00945466	0.0161289	0.0120722	0.0154466	0.0170174	0.00604934	0.0221739
SHISAL2A	0.458222	0	0.055834	0.0625931	0.108155	0	0	0.173267
SHISAL2B	0	0	0.146883	0	0	0	0	0
SHKBP1	43.943959	43.006294	35.644037	52.088942	45.268972	41.345658	48.39905	46.161293
SHLD1	2.936676	4.449535	6.64708	5.5259	5.054631	5.510902	4.468967	4.848143
SHLD2	10.963663	11.538813	14.100442	15.958125	12.322936	14.689321	17.340743	17.91646
SHLD3	3.54549	2.938638	5.089097	3.877803	3.13734	2.845449	3.79279	3.62169
SHMT1	7.6945861	6.413422	9.2184	9.104063	9.421402	21.837141	22.1057610007348	24.949927629853
SHMT2	61.422983	65.653486	60.5679818	67.51186	66.1394967	61.081228	64.870389	70.5232876
SHOC1	1.665840448	2.458539591	3.5108795	2.741941862	1.317144	1.8349409	2.7247487	2.4490519
SHOC2	23.5422083	25.9563871	27.8202972	27.036329	24.408215	28.290741	28.1665375	28.241675855
SHOX	0.2997488	0.7856298	0.8825092	0.903282	0.42403	0.5082584	0.5596028	0.3908756
SHOX2	0.0496788	0.0118665	0	0.0497149	0.2226749	0.2413449	0	0
SHPK	6.3847	5.11592	7.30054	7.00316	7.36537	9.23318	8.43922	10.723
SHPRH	7.4371999	8.658673	10.3722899	9.185888	9.894953	11.1676596	13.160102	10.275017
SHQ1	11.715935	12.192115	14.423959	15.667604	11.350393	12.486232	13.474791	15.596565
SHROOM1	13.345326	11.23209	11.476	13.432624	14.5075500076484	18.55929	20.652083	17.944123
SHROOM2	5.947877	5.083722	5.91488	6.708777	6.106442	5.156018	5.411762	5.563551
SHROOM3	18.17981	15.48198	17.83589	15.19875	23.9834	18.17531	20.12801	23.803446
SHROOM4	1.90688	1.118148	1.222658	1.293968	1.330972	1.177772	1.762789	1.860029
SHTN1	4.847059	5.557957	7.3627206	7.5761409	5.267964	4.875951	7.28456700055921	7.771018
SI	0	0	0	0	0	0	0	0
SIAE	21.73037	31.15188	23.113556	26.527617	27.4509	35.90794	31.57345	32.940054
SIAH1	15.089368	14.022058	19.951838	18.296914	18.350721	19.06894	24.201368	20.67812
SIAH2	23.050836	24.02455	22.82526	24.42645	26.78838	17.98244	15.3087	19.32485
SIAH3	0.111456	0.0332143	0.0217193	0.0612315	0.0878892	0.0390973	0.12508	0.111928
SIDT1	6.72556	6.30163	5.654874	5.361141	10.902713	6.021774	7.196244	8.076716
SIDT2	16.7473683	18.429016	18.783689	16.885981	15.6864905	12.639761	17.9433180440997	17.003055
SIGIRR	26.750551	15.149742	29.309262	27.639316	23.17027771	26.999983	28.991851	24.069298
SIGLEC1	0.00473736	0	0.0293098	0	0.00701917	0	0	0
SIGLEC10	3.68385	4.18714	4.23962	4.66397	4.50822	4.50997	7.65184	8.27389
SIGLEC11	0.115556	0.292425	0.223329	0.220966	0.189733	0.200573	0.314635	0.170629
SIGLEC12	0	0.0544432	0	0	0.0297523	0	0.0200956	0
SIGLEC14	0.248702	0.309152	0.255457	0.196335	0.276504	0.17031	0.30726	2.45154
SIGLEC15	3.39373	5.250509	1.597632	6.308209	4.688815	10.57345	4.525046	12.570961
SIGLEC5	0.0469135	0.0804375	0.0273851	0.0499234	0.0375811	0.195999	0.0441095	2.41903
SIGLEC6	0.307188	1.2820056	0.3878988	0.2543872	0.1715496	1.81208	0.244063	0.194792
SIGLEC7	0	0	0	0	0	0	0	0
SIGLEC8	0.471582	0.303405	0.343436	0.3803965	0.219523	0.4574768	0.4008138	0.3437611
SIGLEC9	0.0952404	0.0931052	0.0422997	0.142407	0.121941	0.156535	0.0952992	0.0436593
SIGLECL1	0	0	0	0	0	0	0	0
SIGMAR1	47.70628	65.593581	47.0107820312667	54.72173	50.032523	52.959717	46.707484	39.322952
SIK1	195.28164	174.96384	213.14088	202.61027	124.651	119.913	181.347	97.7754
SIK2	11.0282	9.40777	10.353	12.2221	10.5227	11.3195	11.2558	12.8038
SIK3	6.3448854	5.281123	6.359418	7.635369	8.0034168	9.170813	9.831197	10.564707
SIKE1	15.20464	15.9927	19.10102	15.38836	11.58751	9.77148	10.65552	10.93905
SIL1	36.425506	42.997461	35.264511	42.793311	38.560903	36.636559	30.811205	32.381002
SIM1	4.617167	2.703507	4.47597	1.97623	5.24002	3.445168	6.93948	2.6525
SIM2	0.00953593	0.1325009	0	0	0	0.0218344	0.0225787	0.0112726
SIMC1	7.034367	6.878557	8.822538	8.620561	7.371128	8.129231	8.291057	8.267062
SIN3A	17.0438387	14.364103	19.2352972512	17.353030870944	18.3282874	20.24408	23.2191123055	24.4300560002198
SIN3B	23.525434	26.25479	35.13934	30.515	22.67038	26.72479	32.20945	26.11564
SINHCAF	48.898154	40.591091	55.559283	52.5762	56.000281	54.461379	61.011151	58.536411
SIPA1	20.234802	21.26317	24.28012	21.66621	17.00563	14.117106	15.77279	11.080721
SIPA1L1	31.42069	26.89768	18.526409	20.861472	23.473341	16.656545	15.853041	17.116047
SIPA1L2	13.0455239	11.65958	11.966637	12.394217	14.367788	11.441857	10.369175	15.066317
SIPA1L3	9.656336	6.345531	9.053256	9.151027	14.83981	11.166896	15.16864	20.503072
SIRPA	17.103973	15.067653	4.5266662	5.696062	21.440036	7.103368	6.514492	7.070175
SIRPB1	0.67464640155561	0.753823	0.395603	0.376725	0.5611418	0.4309597	0.429273	0.5941246
SIRPB2	1.3025205	1.473637	1.5751423	1.0144834	0.4536081	0.290699	0.722382	0.2050245
SIRPD	0	0	0	0	0	0	0	0
SIRPG	0	0	0	0	0	0.069606	0	0
SIRT1	7.907	9.413169611014	12.763414	10.82856025	7.9152134026016	10.176136	11.323358	10.916768
SIRT2	34.0138591	35.966192	34.544619	33.420406	33.155443	35.041957	34.790462	34.957649
SIRT3	14.3927709	20.1761844	23.837086	24.917122	17.988907	28.450779	34.843092	32.475833
SIRT4	1.27885	1.166858	1.90716	1.45462	1.3246	1.41502	2.362266	1.30071
SIRT5	12.56240548	10.7795422127868	14.3895687305366	15.374961	13.994289	14.204246234626	16.7248005	16.734958
SIRT6	17.3979561	19.590306	20.340362	17.857482	18.678895	22.595748	23.278595	20.089201
SIRT7	28.5499	32.4526	32.62308	40.7295	26.43526	38.25658	40.19626	39.50227
SIT1	0	0	0	0	0	0	0	0
SIVA1	54.214576	54.918984	68.042256	64.50303	44.750578	53.644034	67.380010798471	52.406318
SIX1	1.296053	2.18103	3.78083	1.853747	2.076333	1.898672	2.70455	1.058057
SIX2	0.87892	0.892308	3.15173	0.0620557	1.27441	0.973995	3.05143	0.05706
SIX3	0.0392761	0.102574	0.131161	0.0327095	0.0979665	0.06164	0.0820286	0.120259
SIX4	7.26179	6.64117	9.6016	7.55626	7.63859	4.51305	5.4277	6.07483
